"","koi_disposition","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_duration","ra","dec"
"6906","FALSE POSITIVE",1,0,0,0,58.940569,159.6218,4.769,295.16721,38.637081
"6907","FALSE POSITIVE",0,0,1,0,14.1502311,141.47344,1.503,297.4292,40.561909
"6908","CANDIDATE",0,0,0,0,486.12702,426.1722,9.495,292.00204,41.786961
"6909","FALSE POSITIVE",0,0,1,1,1.71029474,131.61307,2.946,292.72137,41.904919
"6910","CANDIDATE",0,0,0,0,31.8245304,144.5289,4.17,293.15085,41.729252
"6911","CANDIDATE",0,0,0,0,140.24408749,217.2997957,5.43,297.5798,40.603001
"6912","FALSE POSITIVE",1,0,0,0,48.04066636,162.9114822,1.62,292.79254,47.576721
"6913","CANDIDATE",0,0,0,0,12.008552,141.7017,4.613,290.25931,46.885109
"6914","CANDIDATE",0,0,0,0,10.4314847,135.54229,2.09,293.29279,41.997589
"6915","CANDIDATE",0,0,0,0,47.5571352,135.8497,1.708,295.51495,51.203739
"6916","FALSE POSITIVE",0,1,0,0,1.838514245,132.101259,3.2601,292.89972,37.659309
"6917","FALSE POSITIVE",0,1,0,0,8.412008943,139.6485198,5.41096,291.8497,37.738621
"6918","CANDIDATE",0,0,0,0,27.2497521,131.8837,11.609,292.55194,37.421211
"6919","FALSE POSITIVE",0,1,0,0,2.283466438,132.34883,7.7999,291.74445,37.591019
"6920","FALSE POSITIVE",0,1,0,0,0.692807507,131.88094,1.49242,290.04553,37.939384
"6921","FALSE POSITIVE",0,1,0,0,17.279290765,135.2741342,5.07591,292.9306,37.96442
"6922","CANDIDATE",0,0,0,0,16.9972894,143.87301,2.585,289.09689,44.004379
"6923","FALSE POSITIVE",1,0,0,0,93.05654364,174.8833198,2.34,291.51575,38.058418
"6924","FALSE POSITIVE",1,0,0,0,88.433122,212.6803,2.392,291.51575,38.058418
"6925","FALSE POSITIVE",1,0,0,0,282.34315,261.7746,3.956,291.51575,38.058418
"6926","FALSE POSITIVE",0,1,0,0,4.326946311,132.1921929,5.55905,301.16916,44.645962
"6927","FALSE POSITIVE",1,0,0,0,527.29093,209.218,14.305,286.85727,44.766392
"6928","FALSE POSITIVE",1,0,0,0,168.858303,237.5792,12.964,298.54065,44.767578
"6929","FALSE POSITIVE",0,1,0,0,19.38444245,137.214882,20.5899,296.66501,44.853069
"6930","FALSE POSITIVE",1,0,0,0,1.645319649,132.13077,1.635,293.24701,45.056461
"6931","FALSE POSITIVE",0,1,0,0,10.135401047,132.3238999,5.6831,300.93588,45.205688
"6932","FALSE POSITIVE",0,0,1,1,2.02487934,131.9026,1.621,287.16849,39.379581
"6933","CANDIDATE",0,0,0,0,15.3573445,132.60166,1.634,293.88541,39.51981
"6934","CONFIRMED",0,0,0,0,5.71668787,136.32274,1.97,292.39539,43.869068
"6935","CONFIRMED",0,0,0,0,51.1658019,172.30921,4.637,294.66797,43.85326
"6936","FALSE POSITIVE",1,0,1,1,12.4249559,141.5823,16.332,297.55859,40.63467
"6937","FALSE POSITIVE",1,0,0,1,12.427135,141.4159,12.81,297.72037,40.6502
"6938","CANDIDATE",0,0,0,0,77.792718,190.1476,6.08,283.3457,45.27446
"6939","FALSE POSITIVE",1,0,0,0,163.51489847,144.8531292,3.08,300.18863,46.185768
"6940","FALSE POSITIVE",0,1,0,0,1.946198513,132.314091,4.0336,287.03967,38.640308
"6941","FALSE POSITIVE",0,1,0,0,5.288547653,135.807213,3.2646,287.91516,38.640781
"6942","CANDIDATE",0,0,0,0,294.055263,421.853,14.32,286.24982,48.06094
"6943","FALSE POSITIVE",0,1,1,0,30.4838006,149.8133,2.6,285.05515,38.985008
"6944","FALSE POSITIVE",0,1,1,0,5.7584367,135.11279,2.587,291.98096,38.97118
"6945","FALSE POSITIVE",0,1,0,0,8.58599537,136.21367,2.4078,296.03302,38.936691
"6946","FALSE POSITIVE",0,1,1,0,9.892240848,136.693856,4.1774,295.69324,39.006538
"6947","FALSE POSITIVE",1,0,0,0,126.505657,239.693,8.836,291.51575,38.058418
"6948","FALSE POSITIVE",0,1,1,0,1.129848432,131.789871,2.07578,293.1304,38.127789
"6949","FALSE POSITIVE",0,1,0,0,7.244778994,131.8598491,3.3873,294.48996,38.199619
"6950","FALSE POSITIVE",1,0,0,0,110.1552727,211.5620379,2.04,294.48996,38.199619
"6951","FALSE POSITIVE",0,1,0,1,0.730964241,132.19448,2.483,289.81143,38.324951
"6952","FALSE POSITIVE",0,1,0,0,17.734020239,143.9226707,7.27595,290.25485,38.34166
"6953","CANDIDATE",0,0,0,0,46.245164,136.47891,5.663,290.60794,41.201092
"6954","CANDIDATE",0,0,0,0,9.7043379,138.1975,3.515,293.40323,45.493809
"6955","CANDIDATE",0,0,0,0,34.775371,162.2065,2.93,289.50635,45.370998
"6956","CANDIDATE",0,0,0,0,12.7713826,141.3553,3.347,293.40323,45.493809
"6957","FALSE POSITIVE",0,1,1,0,0.829019343,131.46667,4.8401,296.03485,45.490822
"6958","FALSE POSITIVE",0,1,0,0,1.1080999,131.7222,3.3542,300.95703,45.449188
"6959","FALSE POSITIVE",1,0,0,0,215.778765,180.324,3.737,287.84042,45.599751
"6960","FALSE POSITIVE",1,0,0,0,1.444486083,132.31096,1.437,291.48495,45.54567
"6961","CONFIRMED",0,0,0,0,5.99273265,131.75079,2.6502,285.72849,42.65453
"6962","CONFIRMED",0,0,0,0,5.10110666,132.42955,2.657,285.72849,42.65453
"6963","FALSE POSITIVE",1,0,0,0,11.6089351,142.73625,2.957,297.1243,47.037022
"6964","FALSE POSITIVE",1,0,1,1,94.22498,196.1757,22.445,289.71487,39.283871
"6965","CANDIDATE",0,0,0,0,14.2378417,140.4771,4.86,291.67682,38.874908
"6966","FALSE POSITIVE",1,0,0,0,241.0122,263.077,1.19,293.71811,41.430939
"6967","CANDIDATE",0,0,0,0,10.8206034,140.5078,2.848,290.73517,44.09132
"6968","FALSE POSITIVE",1,0,0,0,164.689421,287.2483,1.847,295.19983,46.731731
"6969","FALSE POSITIVE",0,1,0,0,4.264729569,135.198495,2.2075,285.14496,39.186989
"6970","FALSE POSITIVE",0,1,0,0,4.804469712,136.0047256,3.51946,289.31421,39.131359
"6971","FALSE POSITIVE",0,1,1,0,6.150529292,132.522141,4.4562,294.68643,39.396561
"6972","CANDIDATE",0,0,0,0,10.2090268,140.6805,6.264,289.77325,40.80072
"6973","FALSE POSITIVE",0,1,0,0,62.7356439,152.22026,10.7925,297.95358,40.153252
"6974","FALSE POSITIVE",0,1,1,0,7.035518449,137.950087,3.5286,284.04843,40.408539
"6975","CANDIDATE",0,0,0,0,54.2916336,172.0219,3.364,291.75204,38.66254
"6976","FALSE POSITIVE",1,0,0,0,453.54212,360.0617,17.026,287.97546,38.74028
"6977","CANDIDATE",0,0,0,0,122.8054416,179.31732,2.663,287.97546,38.74028
"6978","CANDIDATE",0,0,0,0,16.2480865,143.96708,8.232,295.05994,38.855911
"6979","FALSE POSITIVE",1,0,0,0,466.9407,244.7508,30.56,295.05994,38.855911
"6980","FALSE POSITIVE",1,0,0,0,289.788624,370.8039,2.857,295.32828,38.8475
"6981","FALSE POSITIVE",1,0,0,0,55.00402906,134.2268671,6.06,294.4754,39.00388
"6982","FALSE POSITIVE",0,1,0,0,2.873657901,132.5847,2.1054,284.62463,39.17878
"6983","FALSE POSITIVE",0,1,0,0,1.680425996,132.33173,5.4548,292.57278,45.757729
"6984","FALSE POSITIVE",1,0,0,0,0.53345831,132.001459,1.32,295.34586,45.768803
"6985","FALSE POSITIVE",1,0,0,0,20.686460198,133.8900931,37.7424,295.90674,45.724098
"6986","FALSE POSITIVE",1,0,0,0,131.68018,229.6497,14.73,299.77258,45.778999
"6987","FALSE POSITIVE",1,0,0,0,37.8404232,146.77624,6.408,298.39575,42.459751
"6988","FALSE POSITIVE",1,0,0,0,200.762693,308.7451,2.215,299.79901,45.735371
"6989","CANDIDATE",0,0,0,0,47.25643291,158.8207171,2,284.14114,45.944641
"6990","CANDIDATE",0,0,0,0,32.0273169,150.635,5.144,290.58612,46.642689
"6991","CANDIDATE",0,0,0,0,8.75630628,132.47009,2.852,289.07397,40.366009
"6992","CANDIDATE",0,0,0,0,9.6183111,138.3435,4.215,290.45831,48.661369
"6993","FALSE POSITIVE",1,0,1,1,12.4250319,141.4868672,1.4446,297.58194,40.5313
"6994","CANDIDATE",0,1,0,0,0.518060209,131.9425,1.8062,296.18478,43.980751
"6995","CANDIDATE",0,0,0,0,17.8693759,140.2811,6.886,281.95569,44.261532
"6996","CANDIDATE",0,0,0,0,17.236085,148.4127,4.209,283.25119,40.72311
"6997","FALSE POSITIVE",1,0,1,0,12.4297161,141.2846,15.078,297.52072,40.585419
"6998","FALSE POSITIVE",1,0,1,1,12.4288476,141.2012,16.43,297.52277,40.581341
"6999","FALSE POSITIVE",1,0,1,1,12.4258252,141.5229,21.841,297.55103,40.557388
"7000","FALSE POSITIVE",1,0,1,1,12.4257907,141.5345,19.859,297.6044,40.53286
"7001","FALSE POSITIVE",1,0,1,1,12.4253356,141.58,27.49,297.61758,40.506771
"7002","FALSE POSITIVE",1,0,1,1,12.4254201,141.5458,18.56,297.66727,40.51413
"7003","FALSE POSITIVE",1,0,1,1,12.424995,141.5904,20.282,297.75357,40.55262
"7004","CANDIDATE",0,0,0,0,485.92297,299.5015,3.756,285.8627,39.20528
"7005","FALSE POSITIVE",0,1,0,0,22.913446297,140.6466918,4.11699,287.83334,39.221272
"7006","CANDIDATE",0,0,0,0,9.6550473,137.07505,2.752,292.14447,47.157349
"7007","FALSE POSITIVE",1,0,0,0,10.0046881,136.47719,2.389,287.83334,39.221272
"7008","FALSE POSITIVE",0,1,1,1,8.65315602,136.64735,2.627,289.76312,39.245178
"7009","CANDIDATE",0,0,0,0,228.65412,282.7548,2.487,289.84818,39.331463
"7010","FALSE POSITIVE",0,1,0,1,0.87683182,132.06142,1.96,287.15613,45.979259
"7011","FALSE POSITIVE",0,1,1,0,0.953734449,132.413233,1.7616,294.48807,46.002289
"7012","FALSE POSITIVE",0,1,0,0,2.073873563,132.59754,6.5605,297.11075,46.0896
"7013","FALSE POSITIVE",0,1,0,0,15.713787218,132.0981464,11.3122,299.6091,46.11824
"7014","FALSE POSITIVE",0,1,0,0,7.964440392,136.194674,9.1701,285.88449,46.289829
"7015","FALSE POSITIVE",0,1,1,0,0.518071538,131.92715,1.7865,296.18518,43.978649
"7016","FALSE POSITIVE",0,0,1,0,2.151214629,131.74391,2.226,288.01651,46.206921
"7017","CANDIDATE",0,0,0,0,12.7143635,134.79818,3.101,294.444,46.335972
"7018","CANDIDATE",0,0,0,0,80.4103783,171.29626,3.487,284.09457,41.182819
"7019","CANDIDATE",0,0,0,0,1.93188768,133.1676,1.087,287.37039,44.187988
"7020","FALSE POSITIVE",1,0,0,0,320.18471858,423.2096375,11.94,293.45612,41.048222
"7021","FALSE POSITIVE",1,0,1,1,12.426469,141.4649,25.71,297.55954,40.639469
"7022","FALSE POSITIVE",1,0,1,1,12.4262889,141.4617,18.764,297.58768,40.632092
"7023","FALSE POSITIVE",1,0,1,1,12.4255705,141.5298,28.88,297.74551,40.67429
"7024","FALSE POSITIVE",1,0,1,1,12.426173,141.5013,30.64,297.74567,40.652519
"7025","FALSE POSITIVE",1,0,1,1,12.4244306,141.647,26.15,297.63263,40.709129
"7026","FALSE POSITIVE",0,1,0,0,6.71738328,137.2100078,3.60057,283.43982,40.83622
"7027","FALSE POSITIVE",0,1,0,0,24.955998503,149.094437,2.76331,290.02435,39.563389
"7028","CANDIDATE",0,0,0,0,5.2449156,136.0365,8.367,295.0809,43.953239
"7029","FALSE POSITIVE",0,1,0,0,4.426942241,133.564383,1.6116,287.13815,39.673592
"7030","FALSE POSITIVE",1,0,0,0,571.280892,368.0081,21.827,289.53336,39.836639
"7031","CANDIDATE",0,0,0,0,4.66185924,133.58514,3.164,289.53336,39.836639
"7032","FALSE POSITIVE",0,1,1,0,1.213672208,131.94978,1.3644,290.26767,44.712849
"7033","CANDIDATE",0,0,0,0,90.097375,143.8471,12.697,290.45026,39.862011
"7034","CANDIDATE",0,0,0,0,7.72966941,138.92566,2.091,294.444,46.335972
"7035","CANDIDATE",0,0,0,0,51.85656556,167.340205,2.21,298.06549,46.436298
"7036","FALSE POSITIVE",0,1,0,0,1.457256942,131.60891,6.51381,290.47803,46.537949
"7037","FALSE POSITIVE",0,1,0,0,10.818248422,137.17026,18.2848,293.45514,46.521751
"7038","FALSE POSITIVE",1,0,0,0,2.559236603,132.263863,1.6706,295.07114,46.68782
"7039","FALSE POSITIVE",1,0,0,0,281.35877,390.582,7.74,299.87131,46.822491
"7040","FALSE POSITIVE",1,0,0,0,154.536881,177.697,15.44,299.87131,46.822491
"7041","FALSE POSITIVE",1,0,0,0,462.12345,408.2031,8.46,298.90012,47.146481
"7042","CANDIDATE",0,0,0,0,87.707513,205.7369,2.184,286.08908,45.369011
"7043","CONFIRMED",0,0,0,0,5.1117547,133.76122,3.281,300.33237,44.986141
"7044","FALSE POSITIVE",1,0,0,0,101.889228,213.9353,2.71,286.39584,43.075821
"7045","FALSE POSITIVE",1,0,0,0,437.51586139,522.0553193,4.16,291.36188,49.02198
"7046","FALSE POSITIVE",1,0,0,0,48.5023669,168.2091,1.053,287.26215,42.03231
"7047","FALSE POSITIVE",1,0,0,0,524.14139,344.9169,11.603,288.97574,41.279121
"7048","FALSE POSITIVE",1,0,0,0,8.97377221,139.73978,2.135,283.6788,41.096882
"7049","FALSE POSITIVE",0,1,1,0,41.86539723,161.17679,6.663,297.76053,40.829948
"7050","CANDIDATE",0,1,0,0,4.553370029,135.433898,3.2209,293.2944,41.035351
"7051","FALSE POSITIVE",0,1,0,0,5.262652179,135.6269856,2.85554,292.1745,41.290661
"7052","FALSE POSITIVE",1,0,0,0,345.98207283,392.1763832,2.97,292.19397,47.457088
"7053","FALSE POSITIVE",0,1,0,0,16.621853404,133.5526451,3.91517,297.00006,41.290031
"7054","FALSE POSITIVE",0,1,0,0,19.741616041,136.446922,3.07231,289.86105,41.408192
"7055","FALSE POSITIVE",0,1,0,0,5.455766383,136.907217,2.8923,293.21854,41.417339
"7056","FALSE POSITIVE",0,1,1,0,22.44620704,149.1595,7.5491,297.7937,41.402401
"7057","CANDIDATE",0,0,0,0,205.41415,295.6538,10.26,290.45026,39.862011
"7058","FALSE POSITIVE",0,1,0,0,1.237147407,132.6581514,7.06623,289.02982,39.951889
"7059","FALSE POSITIVE",0,1,0,0,2.649026189,133.379281,2.4698,284.34503,40.196091
"7060","FALSE POSITIVE",0,1,0,0,6.932281325,134.876198,11.0301,297.40039,40.149479
"7061","FALSE POSITIVE",0,1,0,0,2.151384476,133.1088143,3.34471,298.40985,40.156792
"7062","FALSE POSITIVE",0,1,0,0,0.562273947,131.52433,3.1572,291.06418,44.170399
"7063","FALSE POSITIVE",1,0,0,0,17.4352218,143.2261,51.666,297.16843,40.27552
"7064","FALSE POSITIVE",1,0,0,0,114.27173902,163.3628542,2.19,299.23679,40.425819
"7065","FALSE POSITIVE",1,0,0,0,26.40805532,155.746607,2.7,287.78461,47.228043
"7066","CANDIDATE",0,0,0,0,46.07931317,159.6728081,1.87,287.78461,47.228043
"7067","FALSE POSITIVE",0,0,1,0,24.8434837,148.1777,4.8,291.55695,39.227291
"7068","CANDIDATE",0,0,0,0,7.7016694,134.2294,10.898,288.79553,47.203651
"7069","FALSE POSITIVE",1,0,0,0,117.634213,176.0874,3.82,296.10846,47.222279
"7070","FALSE POSITIVE",0,1,0,0,21.025447023,148.2226428,6.52216,298.82739,47.25774
"7071","FALSE POSITIVE",0,0,0,1,0.933753371,131.50945,4.438,292.76028,47.448299
"7072","FALSE POSITIVE",0,1,0,0,1.72153588,131.7292,1.9227,298.10834,47.487919
"7073","CANDIDATE",0,0,0,0,4.67250377,135.23678,4.441,301.56284,44.240391
"7074","FALSE POSITIVE",0,1,1,0,2.765621941,133.680095,2.3191,298.82443,41.435921
"7075","FALSE POSITIVE",0,1,0,0,3.664964374,134.152879,3.9058,282.68491,41.587959
"7076","FALSE POSITIVE",0,1,0,0,2.136577151,133.026579,2.4682,293.19833,41.558311
"7077","FALSE POSITIVE",0,1,0,0,2.638432816,133.003946,2.42989,285.5184,41.660469
"7078","FALSE POSITIVE",1,0,0,0,11.991000357,139.598337,6.4648,296.29636,41.604561
"7079","FALSE POSITIVE",0,0,1,1,2.03746414,131.54567,2.895,295.81454,47.69035
"7080","FALSE POSITIVE",0,1,0,0,37.80694072,153.8409531,3.84264,292.07166,42.076382
"7081","CANDIDATE",0,0,0,0,144.688915,256.343,9.468,285.66269,48.435371
"7082","FALSE POSITIVE",1,0,1,1,12.42555055,141.5457,28.492,297.61353,40.584942
"7083","CANDIDATE",0,0,0,0,1.54287434,132.61697,1.1121,284.44101,40.625
"7084","FALSE POSITIVE",0,1,0,1,12.4237327,133.9642,18.15,297.7027,40.68623
"7085","FALSE POSITIVE",1,0,0,0,94.38163,171.3362,11.87,297.7027,40.68623
"7086","CANDIDATE",0,0,0,0,33.3200908,150.0494,6.5265,294.55789,40.850498
"7087","CONFIRMED",0,0,0,0,7.5844241,137.847,3.918,294.55789,40.850498
"7088","FALSE POSITIVE",1,0,1,0,210.899577,230.1954,2.167,299.61707,47.406021
"7089","FALSE POSITIVE",0,1,0,0,3.103730697,132.8744585,6.93402,282.18964,47.523762
"7090","CANDIDATE",0,0,0,0,91.20573037,210.1533987,4.17,295.68192,47.591881
"7091","FALSE POSITIVE",1,0,0,0,253.40538,273.6514,7.43,295.68192,47.591881
"7092","FALSE POSITIVE",0,1,0,0,5.110771787,133.315344,2.48392,296.6817,47.600342
"7093","CANDIDATE",0,0,0,0,7.07394528,136.64371,2.319,288.66891,39.824009
"7094","FALSE POSITIVE",1,0,0,0,1.463773705,132.807589,1.9123,292.47943,47.83461
"7095","FALSE POSITIVE",1,0,0,0,4.46255312,133.64977,14.0957,296.97522,47.886551
"7096","FALSE POSITIVE",1,0,0,0,79.87804945,184.7704412,3.19,295.43433,44.53112
"7097","CANDIDATE",0,0,0,0,14.516741,138.83799,2.706,290.46512,47.92918
"7098","CANDIDATE",0,0,0,0,20.5718107,142.80267,3.399,286.08908,45.369011
"7099","FALSE POSITIVE",0,1,0,0,3.026764871,133.3279059,4.32532,294.33139,42.093979
"7100","FALSE POSITIVE",0,1,0,0,3.840130917,135.139765,2.8951,297.47104,42.087898
"7101","FALSE POSITIVE",0,1,0,0,1.570919281,132.47362,3.2232,286.99765,42.46516
"7102","FALSE POSITIVE",0,1,1,0,35.08976902,153.396702,3.9623,297.01459,42.789169
"7103","FALSE POSITIVE",0,1,0,0,5.233450136,133.1261573,8.57374,282.05328,42.864952
"7104","FALSE POSITIVE",0,1,0,0,3.6037011,131.6711,2.994,295.65799,42.801239
"7105","FALSE POSITIVE",0,1,0,0,3.518356021,131.8005089,6.90375,291.80966,42.981609
"7106","CANDIDATE",0,0,0,0,11.867172,142.985,4.815,294.55789,40.850498
"7107","FALSE POSITIVE",0,1,0,0,2.6160943,132.5162,21.34,297.31543,40.874981
"7108","FALSE POSITIVE",0,1,0,0,2.404386969,133.2105484,7.40348,299.71979,40.903961
"7109","FALSE POSITIVE",0,1,0,0,4.390513938,132.550761,2.9472,283.26172,41.08448
"7110","FALSE POSITIVE",1,0,0,0,3.86963822,131.6242,2.29,297.83493,41.058319
"7111","FALSE POSITIVE",0,0,1,0,7.384681,132.1721,3.548,298.19412,41.029331
"7112","CONFIRMED",0,0,0,0,21.0907909,133.96316,4.751,285.47504,48.034931
"7113","FALSE POSITIVE",0,1,0,0,3.371796653,134.876289,3.4421,290.66058,48.04615
"7114","CANDIDATE",0,1,0,0,1.927177921,132.571474,2.7742,293.74011,48.011501
"7115","FALSE POSITIVE",0,1,0,0,0.575925434,131.92458,2.4676,296.64764,43.995041
"7116","FALSE POSITIVE",1,0,0,0,496.17566,174.0663,11.63,289.90967,48.489231
"7117","FALSE POSITIVE",0,1,0,0,6.256352128,133.543181,2.3512,290.7988,48.483929
"7118","FALSE POSITIVE",0,1,0,0,2.37795507,132.557333,2.4329,298.27737,48.64082
"7119","FALSE POSITIVE",0,1,0,0,2.053866175,132.944062,4.8045,296.20502,48.766811
"7120","FALSE POSITIVE",1,0,0,0,36.5521313,165.0716,2.481,290.46512,47.92918
"7121","FALSE POSITIVE",0,1,1,0,5.177577252,132.9009561,2.4777,289.87411,49.68549
"7122","CONFIRMED",0,0,0,0,104.3519624,190.10261,3.695,287.24118,39.33276
"7123","CANDIDATE",0,0,0,0,6.06330298,136.17607,3.275,294.33847,50.33654
"7124","FALSE POSITIVE",1,0,0,0,86.431871,423.0356,7.374,294.33847,50.33654
"7125","CANDIDATE",0,0,0,0,26.1152887,145.5641,12.54,286.71564,48.645279
"7126","FALSE POSITIVE",1,0,0,0,469.52303,381.4073,5.487,296.38904,43.85051
"7127","FALSE POSITIVE",0,1,1,0,32.669962587,159.4801924,3.581,295.03033,42.983501
"7128","FALSE POSITIVE",1,0,0,0,269.306232,285.6272,14.931,292.23676,41.08588
"7129","FALSE POSITIVE",0,1,0,0,19.93364711,143.94041,8.6122,289.11096,43.013641
"7130","FALSE POSITIVE",0,1,1,0,1.071911311,131.607529,3.8559,294.67804,43.199261
"7131","FALSE POSITIVE",0,1,0,0,18.019651402,148.6673673,5.08572,296.45999,43.28553
"7132","FALSE POSITIVE",1,0,1,0,117.934158,197.8657,9.25,295.86908,43.997959
"7133","FALSE POSITIVE",0,1,0,0,4.032762189,133.3016604,4.14212,295.8085,43.303108
"7134","FALSE POSITIVE",0,1,0,0,2.371589507,132.743293,3.5116,290.49683,43.49091
"7135","FALSE POSITIVE",0,1,1,1,5.09112124,135.17945,2.159,298.84302,43.402031
"7136","FALSE POSITIVE",0,1,0,0,4.206070484,132.248423,10.6988,298.47604,41.07991
"7137","CANDIDATE",0,0,0,0,96.509214,223.808,0.589,288.5929,41.307339
"7138","FALSE POSITIVE",1,0,0,0,69.64679311,138.283056,3.71,289.48145,41.49942
"7139","FALSE POSITIVE",1,0,0,0,111.65546,148.8939,1.051,289.48145,41.49942
"7140","FALSE POSITIVE",1,0,1,0,86.13201864,164.2236993,3.11,289.48145,41.49942
"7141","FALSE POSITIVE",0,0,1,1,94.219289,196.1952,24.312,289.7261,39.272831
"7142","CANDIDATE",0,0,0,0,180.921729,234.3344,8.99,295.34271,46.602261
"7143","FALSE POSITIVE",0,1,0,0,4.478116695,132.8719936,3.357,295.69138,48.90377
"7144","FALSE POSITIVE",1,0,1,1,0.579108481,131.7753,1.659,295.81485,44.19334
"7145","FALSE POSITIVE",0,0,1,0,1.27620899,131.6866,2.169,295.69138,48.90377
"7146","FALSE POSITIVE",1,0,0,0,528.50344,209.8264,6.394,291.57312,49.097771
"7147","FALSE POSITIVE",1,0,0,0,47.14404783,172.855768,4.35,291.57312,49.097771
"7148","CANDIDATE",0,0,0,0,197.05431574,266.1346771,6.38,286.72897,49.154945
"7149","CANDIDATE",0,0,0,0,406.496216,325.9025,3.495,295.56683,49.378029
"7150","FALSE POSITIVE",1,0,0,0,491.61516814,295.3512988,6.31,295.56683,49.378029
"7151","FALSE POSITIVE",1,0,1,0,10.73370737,141.11176,7.6706,297.73981,43.510319
"7152","FALSE POSITIVE",0,1,0,0,8.752913958,138.724933,3.4546,298.81647,43.673321
"7153","FALSE POSITIVE",1,0,0,0,499.47338,455.5672,12.248,292.23676,41.08588
"7154","FALSE POSITIVE",0,1,0,0,1.985586627,132.9336782,2.53163,288.08749,43.876141
"7155","FALSE POSITIVE",0,1,0,0,16.579028045,146.733098,7.803,289.97034,43.82053
"7156","FALSE POSITIVE",0,1,1,0,2.064900876,132.874485,6.8769,298.75574,43.964642
"7157","FALSE POSITIVE",0,1,0,0,9.751720174,138.538319,16.1937,289.30081,41.526508
"7158","CONFIRMED",0,0,0,0,19.672324,134.3013,4.812,296.35944,41.574532
"7159","CONFIRMED",0,0,0,0,32.657035,152.881,5.953,296.35944,41.574532
"7160","CANDIDATE",0,0,0,0,7.3138454,137.561,2.273,296.35944,41.574532
"7161","FALSE POSITIVE",0,0,1,0,6.70995253,134.02352,2.297,299.79675,44.163071
"7162","FALSE POSITIVE",0,1,0,0,5.776794344,133.6275034,6.33505,293.89642,41.831772
"7163","FALSE POSITIVE",1,0,0,0,23.19923256,146.6907294,2.09,287.91104,42.014042
"7164","FALSE POSITIVE",0,0,1,0,0.503199724,131.90627,1.117,286.1767,42.196529
"7165","FALSE POSITIVE",0,1,0,0,73.91858615,154.696798,6.9735,291.73993,49.570808
"7166","CANDIDATE",0,0,0,0,212.43503674,239.8349648,4.26,289.03772,49.712601
"7167","CANDIDATE",0,0,0,0,11.1619384,133.5538,5.195,295.21268,49.56218
"7168","FALSE POSITIVE",1,0,0,0,2.38793696,133.22902,17.302,296.40967,43.876019
"7169","FALSE POSITIVE",1,0,0,0,589.17968,185.0175,10.2,291.72916,38.070019
"7170","CANDIDATE",0,0,0,0,76.83994597,171.7707187,3.11,289.03772,49.712601
"7171","CANDIDATE",0,0,0,0,78.86684,143.7314,4.5,289.03772,49.712601
"7172","FALSE POSITIVE",0,1,0,0,3.60727417,133.77548,14.0841,286.90445,44.005508
"7173","FALSE POSITIVE",1,0,0,0,2.565717939,133.22148,1.7084,292.61746,44.002048
"7174","FALSE POSITIVE",0,1,0,0,22.05274533,151.552457,5.5924,292.63339,44.001839
"7175","FALSE POSITIVE",0,1,0,0,2.881338104,132.909319,3.5943,292.84973,44.060638
"7176","FALSE POSITIVE",0,1,0,0,4.078355243,132.160073,6.4649,290.89172,44.16885
"7177","FALSE POSITIVE",0,1,1,1,7.73590441,137.98785,4.4389,291.27151,44.376362
"7178","FALSE POSITIVE",0,1,0,0,3.530164642,134.77535,4.11466,300.09155,44.41481
"7179","CANDIDATE",0,0,0,0,28.8672107,156.19578,3.782,293.0614,43.58136
"7180","CANDIDATE",0,0,0,0,48.9528113,139.6768278,1.66,291.19293,42.49445
"7181","FALSE POSITIVE",1,0,1,1,94.225938,196.1319,22.08,289.7439,39.286301
"7182","CANDIDATE",0,0,0,0,431.78556,507.3561,9.135,291.20096,42.449989
"7183","FALSE POSITIVE",0,1,0,0,395.07333,244.4858,7.844,296.76535,42.404987
"7184","FALSE POSITIVE",0,1,0,0,1.51918335,131.913532,5.45573,288.82379,42.602341
"7185","FALSE POSITIVE",1,0,0,0,13.59940118,133.0874188,2.52,292.20297,42.640499
"7186","FALSE POSITIVE",0,1,0,0,2.745910734,133.1719105,4.02594,295.13705,42.646999
"7187","FALSE POSITIVE",0,1,0,0,5.746017234,132.042549,3.6347,297.02438,49.89217
"7188","FALSE POSITIVE",1,0,0,0,144.102562,198.0696,2.753,297.51782,49.917702
"7189","CANDIDATE",0,0,0,0,112.317402,241.6462,3.471,297.51782,49.917702
"7190","FALSE POSITIVE",0,1,0,0,3.963787093,135.029951,3.10316,293.48392,50.12513
"7191","FALSE POSITIVE",0,1,0,0,1.759208679,132.6537254,4.60837,297.3342,50.311138
"7192","FALSE POSITIVE",1,0,0,0,1.6031794,131.5678,0.91,290.55728,50.832722
"7193","FALSE POSITIVE",1,0,0,0,335.56311,340.6688,13.06,288.96124,42.265011
"7194","FALSE POSITIVE",0,1,0,0,6.496031958,135.4687416,5.21924,298.38272,44.61557
"7195","FALSE POSITIVE",0,1,1,0,4.012537983,134.652406,2.0101,298.57599,44.683788
"7196","FALSE POSITIVE",0,1,1,0,1.594162001,132.634679,5.4958,301.09857,44.76059
"7197","FALSE POSITIVE",0,1,0,0,10.238939876,132.722552,3.4851,294.3335,44.870853
"7198","FALSE POSITIVE",0,1,0,0,5.499941387,136.869403,5.1339,291.84222,45.2393
